TankNum,treatment,ExptDay,Month,Day,Snail
139,7,5,February,9,4
139,7,6,February,10,4
139,7,8,February,12,4
44,11,9,February,5,5
44,11,10,February,6,5
44,11,11,February,7,5
44,11,12,February,8,5
44,11,13,February,9,5
102,8,7,February,8,5
116,12,4,February,7,5
116,12,5,February,8,5
78,12,22,February,20,7
67,12,23,February,21,
67,12,22,February,20,
5,11,2,January,22,NA
5,11,3,January,23,NA
5,11,4,January,24,NA
5,11,5,January,25,NA
5,11,6,January,26,NA
5,11,7,January,27,NA
5,11,8,January,28,NA
5,11,9,January,29,NA
5,11,10,January,30,NA
5,11,15,February,4,NA
5,11,22,February,11,NA
5,11,34,February,23,NA
9,12,2,January,22,NA
9,12,3,January,23,NA
9,12,4,January,24,NA
9,12,5,January,25,NA
9,12,6,January,26,NA
9,12,7,January,27,NA
9,12,8,January,28,NA
9,12,9,January,29,NA
9,12,10,January,30,NA
9,12,14,February,3,NA
9,12,15,February,4,NA
9,12,22,February,11,NA
9,12,36,February,25,NA
10,11,2,January,22,NA
10,11,3,January,23,NA
10,11,4,January,24,NA
10,11,5,January,25,NA
10,11,6,January,26,NA
10,11,7,January,27,NA
10,11,8,January,28,NA
10,11,9,January,29,NA
10,11,10,January,30,NA
10,11,14,February,3,NA
10,11,15,February,4,NA
10,11,21,February,10,NA
10,11,22,February,11,NA
10,11,34,February,23,NA
10,11,35,February,24,NA
10,11,36,February,25,NA
10,11,39,February,28,NA
15,8,2,January,22,NA
15,8,3,January,23,NA
15,8,4,January,24,NA
15,8,5,January,25,NA
15,8,6,January,26,NA
15,8,7,January,27,NA
15,8,8,January,28,NA
15,8,9,January,29,NA
15,8,10,January,30,NA
15,8,11,January,31,NA
15,8,15,February,4,NA
18,7,2,January,23,NA
18,7,3,January,24,NA
18,7,4,January,25,NA
18,7,5,January,26,NA
18,7,6,January,27,NA
18,7,7,January,28,NA
18,7,8,January,29,NA
18,7,9,January,30,NA
18,7,14,February,4,NA
18,7,21,February,11,NA
18,7,28,February,18,NA
18,7,33,February,23,NA
18,7,38,February,28,NA
23,11,2,January,26,NA
23,11,3,January,27,NA
23,11,4,January,28,NA
23,11,5,January,29,NA
23,11,6,January,30,NA
23,11,11,February,4,NA
23,11,18,February,11,NA
23,11,23,February,16,NA
23,11,30,February,23,NA
23,11,32,February,25,NA
23,11,35,February,28,NA
23,11,36,March,1,NA
23,11,39,March,4,NA
24,7,2,January,26,NA
24,7,3,January,27,NA
24,7,4,January,28,NA
24,7,5,January,29,NA
24,7,6,January,30,NA
24,7,11,February,4,NA
24,7,18,February,11,NA
24,7,30,February,23,NA
24,7,32,February,25,NA
24,7,35,February,28,NA
24,7,36,March,1,NA
24,7,39,March,4,NA
28,12,2,January,26,NA
28,12,3,January,27,NA
28,12,4,January,28,NA
28,12,5,January,29,NA
28,12,6,January,30,NA
28,12,7,January,31,NA
28,12,11,February,4,NA
28,12,18,February,11,NA
28,12,30,February,23,NA
28,12,32,February,25,NA
28,12,35,February,28,NA
28,12,39,March,4,NA
34,7,2,January,26,NA
34,7,3,January,27,NA
34,7,4,January,28,NA
34,7,5,January,29,NA
34,7,6,January,30,NA
34,7,11,February,4,NA
34,7,18,February,11,NA
34,7,30,February,23,NA
34,7,32,February,25,NA
34,7,35,February,28,NA
34,7,39,March,4,NA
37,12,2,January,26,NA
37,12,3,January,27,NA
37,12,4,January,28,NA
37,12,5,January,29,NA
37,12,6,January,30,NA
37,12,11,February,4,NA
37,12,18,February,11,NA
37,12,30,February,23,NA
37,12,32,February,25,NA
37,12,35,February,28,NA
37,12,39,March,4,NA
39,8,2,January,26,NA
39,8,3,January,27,NA
39,8,4,January,28,NA
39,8,5,January,29,NA
39,8,6,January,30,NA
39,8,11,February,4,NA
39,8,18,February,11,NA
39,8,31,February,24,NA
39,8,33,February,26,NA
39,8,39,March,4,NA
40,8,2,January,26,NA
40,8,3,January,27,NA
40,8,4,January,28,NA
40,8,5,January,29,NA
40,8,6,January,30,NA
40,8,11,February,4,NA
40,8,18,February,11,NA
40,8,30,February,23,NA
40,8,32,February,25,NA
40,8,35,February,28,NA
40,8,39,March,4,NA
44,11,2,January,29,NA
44,11,3,January,30,NA
44,11,8,February,4,NA
44,11,15,February,11,NA
44,11,23,February,19,NA
44,11,27,February,23,NA
44,11,29,February,25,NA
44,11,32,February,28,NA
44,11,36,March,4,NA
56,12,2,January,29,NA
56,12,3,January,30,NA
56,12,8,February,4,NA
56,12,15,February,11,NA
56,12,27,February,23,NA
56,12,32,February,28,NA
56,12,36,March,4,NA
59,7,2,January,29,NA
59,7,3,January,30,NA
59,7,8,February,4,NA
59,7,15,February,11,NA
59,7,27,February,23,NA
59,7,29,February,25,NA
59,7,32,February,28,NA
59,7,36,March,4,NA
64,7,5,February,3,NA
64,7,6,February,4,NA
64,7,13,February,11,NA
64,7,25,February,23,NA
64,7,27,February,25,NA
64,7,30,February,28,NA
64,7,34,March,4,NA
67,12,6,February,4,NA
67,12,13,February,11,NA
67,12,27,February,25,NA
67,12,30,February,28,NA
67,12,34,March,4,NA
67,12,35,March,5,NA
76,8,5,February,3,NA
76,8,6,February,4,NA
76,8,13,February,11,NA
76,8,25,February,23,NA
76,8,27,February,25,NA
76,8,30,February,28,NA
76,8,34,March,4,NA
77,8,5,February,3,NA
77,8,6,February,4,NA
77,8,13,February,11,NA
77,8,20,February,18,NA
77,8,25,February,23,NA
77,8,27,February,25,NA
77,8,30,February,28,NA
77,8,34,March,4,NA
78,12,5,February,3,NA
78,12,6,February,4,NA
78,12,13,February,11,NA
78,12,25,February,23,NA
78,12,27,February,25,NA
78,12,34,March,4,NA
83,11,2,February ,3,NA
83,11,3,February,4,NA
83,11,10,February,11,NA
83,11,22,February,23,NA
83,11,24,February,25,NA
83,11,27,February,28,NA
83,11,31,March,4,NA
83,11,36,March,9,NA
83,11,37,March,10,NA
84,11,2,February,3,NA
84,11,3,February,4,NA
84,11,10,February,11,NA
84,11,22,February,23,NA
84,11,24,February,25,NA
84,11,27,February,28,NA
84,11,36,March,9,NA
84,11,37,March,10,NA
85,8,2,February,3,NA
85,8,3,February,4,NA
85,8,10,February,11,NA
85,8,19,February,20,NA
85,8,22,February,23,NA
85,8,23,February,24,NA
85,8,24,February,25,NA
85,8,27,February,28,NA
85,8,31,March,4,NA
85,8,36,March,9,NA
85,8,37,March,10,NA
86,7,2,February,3,NA
86,7,3,February,4,NA
86,7,10,February,11,NA
86,7,22,February,23,NA
86,7,24,February,25,NA
86,7,27,February,28,NA
86,7,31,March,4,NA
86,7,36,March,9,NA
86,7,37,March,10,NA
87,11,2,February,3,NA
87,11,3,February,4,NA
87,11,10,February,11,NA
87,11,15,February,16,NA
87,11,24,February,25,NA
87,11,25,February,26,NA
87,11,27,February,28,NA
87,11,31,March,4,NA
87,11,36,March,9,NA
87,11,37,March,10,NA
90,12,2,February,3,NA
90,12,3,February,4,NA
90,12,10,February,11,NA
90,12,22,February,23,NA
90,12,24,February,25,NA
90,12,25,February,26,NA
90,12,27,February,28,NA
90,12,31,March,4,NA
90,12,36,March,9,NA
90,12,37,March,10,NA
91,8,2,February,3,NA
91,8,3,February,4,NA
91,8,10,February,11,NA
91,8,21,February,22,NA
91,8,22,February,23,NA
91,8,24,February,25,NA
91,8,25,February,26,NA
91,8,27,February,28,NA
91,8,31,March,4,NA
91,8,36,March,9,NA
91,8,37,March,10,NA
102,8,2,February,3,NA
102,8,3,February,4,NA
102,8,10,February,11,NA
102,8,22,February,23,NA
102,8,24,February,25,NA
102,8,25,February,26,NA
102,8,27,February,28,NA
102,8,31,March,4,NA
102,8,36,March,9,NA
102,8,37,March,10,NA
103,8,2,February,3,NA
103,8,3,February,4,NA
103,8,10,February,11,NA
103,8,22,February,23,NA
103,8,24,February,25,NA
103,8,25,February,26,NA
103,8,27,February,28,NA
103,8,31,March,4,NA
103,8,36,March,9,NA
103,8,37,March,10,NA
113,12,8,February,11,NA
113,12,20,February,23,NA
113,12,22,February,25,NA
113,12,23,February,26,NA
113,12,29,March,4,NA
113,12,34,March,9,NA
113,12,35,March,10,NA
114,11,8,February,11,NA
114,11,11,February,14,NA
114,11,20,February,23,NA
114,11,22,February,25,NA
114,11,23,February,26,NA
114,11,29,March,4,NA
114,11,32,March,7,NA
114,11,34,March,9,NA
114,11,35,March,10,NA
115,7,8,February,11,NA
115,7,11,February,14,NA
115,7,20,February,23,NA
115,7,22,February,25,1
115,7,23,February,26,NA
115,7,25,February,28,NA
115,7,29,March,4,NA
115,7,32,March,7,NA
115,7,34,March,9,NA
115,7,35,March,10,NA
116,12,8,February,11,NA
116,12,11,February,14,NA
116,12,20,February,23,NA
116,12,22,February,25,NA
116,12,23,February,26,NA
116,12,25,February,28,NA
116,12,29,March,4,NA
116,12,32,March,7,NA
116,12,34,March,9,NA
116,12,35,March,10,NA
121,11,7,February,11,NA
121,11,10,February,14,NA
121,11,19,February,23,NA
121,11,21,February,25,NA
121,11,22,February,26,NA
121,11,24,February,28,NA
121,11,28,March,4,NA
121,11,31,March,7,NA
121,11,33,March,9,NA
121,11,34,March,10,NA
122,7,7,February,11,NA
122,7,10,February,14,NA
122,7,19,February,23,NA
122,7,21,February,25,NA
122,7,22,February,26,NA
122,7,24,February,28,NA
122,7,28,March,4,NA
122,7,31,March,7,NA
122,7,33,March,9,NA
122,7,34,March,10,NA
122,7,37,March,13,NA
127,11,7,February,11,NA
127,11,10,February,14,NA
127,11,18,February,22,NA
127,11,19,February,23,NA
127,11,21,February,25,NA
127,11,22,February,26,NA
127,11,24,February,28,NA
127,11,28,March,4,NA
127,11,31,March,7,NA
127,11,33,March,9,NA
127,11,34,March,10,NA
128,12,7,February,11,NA
128,12,10,February,14,NA
128,12,19,February,23,NA
128,12,21,February,25,NA
128,12,22,February,26,NA
128,12,24,February,28,NA
128,12,28,March,4,NA
128,12,31,March,7,NA
128,12,33,March,9,NA
128,12,34,March,10,NA
129,8,7,February,11,NA
129,8,10,February,14,NA
129,8,19,February,23,NA
129,8,21,February,25,NA
129,8,22,February,26,NA
129,8,24,February,28,NA
129,8,28,March,4,NA
129,8,31,March,7,NA
129,8,33,March,9,NA
129,8,34,March,10,NA
132,7,7,February,11,NA
132,7,10,February,14,NA
132,7,19,February,23,NA
132,7,21,February,25,NA
132,7,22,February,26,NA
132,7,24,February,28,NA
132,7,28,March,4,NA
132,7,31,March,7,NA
132,7,33,March,9,NA
132,7,34,March,10,NA
139,7,7,February,11,NA
139,7,9,February,13,NA
139,7,10,February,14,NA
139,7,19,February,23,NA
139,7,21,February,25,NA
139,7,22,February,26,NA
139,7,24,February,28,NA
139,7,28,March,4,NA
139,7,31,March,7,NA
139,7,33,March,9,NA
139,7,34,March,10,NA
